医療機関名,正規化住所,郵便番号,電話番号,オンライン予約用ページアドレス,相談センター等からの紹介,自院患者,濃厚接触者,小児,妊婦,区市町村,行政コード,大字,それ以降の住所,ビル名・階数・部屋番号,PCR,抗原定量,抗原定性,鼻咽頭,鼻腔,唾液,その他,月（午前）,月（午後）,火（午前）,火（午後）,水（午前）,水（午後）,木（午前）,木（午後）,金（午前）,金（午後）,土（午前）,土（午後）,日（午前）,日（午後）,対応できる外国語,診療検査日時が祝日の場合,それ以降の住所,,
白金台診療所,,108-0071,03-3473-4741,,,1,1,,,港区,13103,白金台,5-18-6,,1,,1,1,1,1,,9:00~12:00,14:00~18:00,9:00~12:00,14:00~18:00,9:00~12:00,,9:00~12:00,14:00~18:00,9:00~12:00,14:00~18:00,9:00~12:00,,,,,,白金台5-18-6,35.63689,139.72319
医療法人社団しおざき内科,,150-0002,03-5485-3123,,1,1,,,,渋谷区,13113,渋谷,2001/7/5,青山セブンハイツビル202,1,,,,,1,,10:00~11:30,15:30~17:30,10:00~11:30,15:30~17:00,10:00~11:30,15:30~17:00,10:00~11:30,15:30~17:00,10:00~11:30,15:30~17:00,10:00~11:30,,,,日本語のみ,,渋谷1-7-5 青山セブンハイツビル202,35.66006,139.71107
博慈会記念総合病院,,123-0864,03-3899-1311,,1,1,1,1,,足立区,13121,鹿浜,2005/11/1,,1,,,,1,,,,13:00~17:00,,13:00~17:00,,13:00~17:00,,13:00~17:00,,13:00~17:00,,,,,,,鹿浜５-１１-１,35.77617,139.74847
大竹耳鼻咽喉科,,177-0051,03-3929-8733,,1,1,1,1,,練馬区,13120,関町北,２-26-18,,1,,1,1,1,1,,12:45~13:15,18:45~19:15,12:45~13:15,18:45~19:15,12:45~13:15,18:45~19:15,12:45~13:15,18:45~19:15,12:45~13:15,18:45~19:15,,,,,なし,,関町北２-26-18,35.7264,139.57686
医療法人社団友雅ライズシティクリニック,,170-0013,03-5944-9292,,,1,,,,豊島区,13116,東池袋,4-5-1-108,,,,,,,,,13:00~15:00,19:00~20:00,13:00~15:00,19:00~20:00,,19:00~20:00,13:00~15:00,19:00~20:00,13:00~15:00,19:00~20:00,8:00~9:00,13:00~15:00,,,,,東池袋4-5-1-108,35.7267,139.71896
慈雲堂病院,,177-0053,03-3928-6511,,1,1,,,,練馬区,13120,関町南四丁目,14番53号,,1,,1,1,1,1,,9:00~12:00,13:00~16:00,9:00~12:00,13:00~16:00,9:00~12:00,13:00~16:00,9:00~12:00,13:00~16:00,9:00~12:00,13:00~16:00,9:00~12:00,,,,,,関町南四丁目14番53号,35.72134,139.57274
ごとう内科,,114-0002,03-3914-2510,,1,1,1,,1,北区,13117,王子,5-1-40サミットストア王子桜田通り店2F,,1,,,1,,1,,,12:10~18:20,,12:10~18:20,,12:10~18:20,,,,12:10~18:20,,12:00~15:10,,,なし,,王子5-1-40サミットストア王子桜田通り店2F,35.76408,139.73251
さくらホームケア,,186-0002,042-577-0606,,,1,,,,国立市,13215,東,1-17-20 ,サンライズ21ビル　301号室,1,,1,1,1,1,,8:30~12:30,14:30~18:30,8:30~12:30,14:30~18:30,8:30~12:30,14:30~18:30,8:30~12:30,14:30~18:30,8:30~12:30,14:30~18:30,8:30~12:30,14:30~18:30,,,,,東1-17-20 サンライズ21ビル　301号室,35.69646,139.44882
医療法人社団典美会 保谷医院,,178-0064,03-3924-3258,,1,1,1,,,練馬区,13120,南大泉,４-５０-１５,,1,,,,,1,,10:00~12:00,14:00~17:00,10:00~12:00,14:00~17:00,10:00~12:00,14:00~17:00,10:00~12:00,14:00~17:00,10:00~12:00,14:00~17:00,10:00~12:00,,,,,,南大泉４-５０-１５,35.74834,139.57214
石川クリニック,,184-0012,042-386-3386,,,1,,,,小金井市,13210,中町,２-１-３５ ,マ・メゾン35,1,,1,1,1,,,12:00~13:00,5:00~6:00,12:00~13:00,5:00~6:00,12:00~13:00,5:00~6:00,12:00~13:00,5:00~6:00,12:00~13:00,5:00~6:00,12:00~13:00,4:00~5:00,,,なし,,中町２-１-３５ マ・メゾン35,35.69555,139.52145
医療法人社団 元嗣会 黒崎耳鼻科皮膚科クリニック,,143-0024,03-5747-4133,,1,1,1,1,1,大田区,13111,中央,8-29-7-101,,1,,1,1,1,1,,9:00~12:00,15:00~16:30,9:00~12:00,15:00~16:30,9:00~12:00,15:00~16:30,,,9:00~12:00,15:00~16:30,9:00~12:00,,,,,,中央8-29-7-101,35.57356,139.71863
耳鼻咽喉科 萩原医院,,175-0083,03-3934-3387,,,1,,1,1,板橋区,13119,徳丸,3ー1ー20　,1F,,,1,1,,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,,,,徳丸3ー1ー20　1F,35.76917,139.6601
練馬桜台クリニック,,176-0012,03-5999-0723,,,1,,,,練馬区,13120,豊玉北,2004/11/9,,1,,,,,1,,11:00~12:00,14:00~17:00,11:00~12:00,14:00~17:00,11:00~12:00,14:00~17:00,11:00~12:00,14:00~17:00,10:00~12:00,,10:00~12:00,,,,日本語のみ,,豊玉北4-11-9,35.73528,139.65512
五反田なると耳鼻咽喉科,,141-0022,03-6432-5644,,1,1,,,,品川区,13109,東五反田,5-28-10　,五反田第2花谷ビル7階,,,,,,,,,,9:00~12:30,15:00~17:30,9:00~12:30,15:00~17:30,9:00~12:30,15:00~17:30,9:00~12:30,15:00~17:30,10:00~13:00,,,,英語,,東五反田5-28-10　五反田第2花谷ビル7階,35.62738,139.72314
医療法人社団公颯会 東商ビル診療所,,100-0005,03-3283-7781,,1,1,1,1,1,千代田区,13101,丸の内,2003/2/2,丸の内二重橋ビルディング地下1階,1,,1,1,1,1,,13:00~14:00,,13:00~14:00,,13:00~14:00,,13:00~14:00,,13:00~14:00,,,,,,英語,,丸の内3-2-2 丸の内二重橋ビルディング地下1階,35.68002,139.76344
竹田クリニック,,169-0074,03-3371-4114,,1,1,1,1,1,新宿区,13104,北新宿,2003/1/21,,1,,1,1,1,1,,8:30~13:00,14:30~19:00,8:30~13:00,14:30~19:00,8:30~13:00,,8:30~13:00,14:30~19:00,8:30~13:00,14:30~19:00,8:30~13:00,14:30~17:00,,,中国語(時間規制あり),,北新宿3-1-21,35.70385,139.69098
K clinic,,160-0022,03-3226-4024,,1,1,,,,新宿区,13104,新宿,5-6-2-402,,1,,1,1,,1,,,,,18:00~19:00,,,,,,,,,,17:00~18:00,,,新宿5-6-2-402,35.69204,139.70956
井上内科診療所,,164-0001,03-3387-6948,,,1,,,,中野区,13114,中野,５-５２-１５ブロードウエイ４階７号,,,,,,,,,,17:00~18:00,,,,,,,,17:00~18:00,11:00~12:00,,,,英語,1,中野５-５２-１５ブロードウエイ４階７号,35.7092,139.66577
医療法人社団昭生会 井上医院,,121-0064,03-3858-1500,,1,1,1,1,1,足立区,13121,保木間,1-31-10,,1,,,1,1,1,,9:00~13:00,15:00~17:30,9:00~13:00,15:00~17:30,9:00~13:00,15:00~17:30,9:00~13:00,15:00~17:30,9:00~13:00,15:00~17:30,9:00~12:30,,,,,1,保木間1-31-10,35.78932,139.80983
のじり内科クリニック,,177-0044,03-5903-5578,,,1,,,,練馬区,13120,上石神井,1- ,40-13第七田中ビルF1,,,,,,,,9:00~12:00,15:00~18:30,9:00~12:00,15:00~18:30,9:00~12:00,15:00~18:30,,,9:00~12:00,15:00~18:30,9:00~12:00,,,,,,上石神井1- 40-13第七田中ビルF1,35.72438,139.59053
三浦内科医院,,133-0056,03-5668-3641,,,1,,,,江戸川区,13123,南小岩,7-26-15,,1,,1,,1,1,,,12:00~13:00,,,,12:00~13:00,,,,12:00~13:00,,,,,,,南小岩7-26-15,35.73338,139.88293
山口小児科内科,,158-0091,03-3702-6180,,1,1,1,1,1,世田谷区,13112,中町,4-35-6,,1,,1,1,1,1,,,15:00~18:00,,,,15:00~18:00,,15:00~18:00,,15:00~18:00,9:00~10:00,14:00~16:00,,,,,中町4-35-6,35.61717,139.64084
医療法人社団佐介会 田中クリニック,,164-0003,03-5348-2707,,1,1,1,,,中野区,13114,東中野,3-17-18 ,1階,,,,,,,,11:30~12:20,,11:30~12:20,,11:30~12:20,,11:30~12:20,,11:30~12:20,,11:30~12:20,,,,簡単な英語,,東中野3-17-18 1階,35.70881,139.68123
医療法人社団緑紋会 小泉医院,,116-0012,03-3895-8335,,1,1,1,1,,荒川区,13118,東尾久六丁目,１２番３号,,1,,1,1,,1,,10:00~11:00,4:00~5:00,10:00~11:00,4:00~5:00,10:00~11:00,4:00~5:00,,,10:00~11:00,4:00~5:00,11:00~12:00,,,,,1,東尾久六丁目１２番３号,35.7471,139.77504
目白耳鼻咽喉科,,171-0031,03-5954-4133,,1,1,1,1,1,豊島区,13116,目白,2002/5/27,,1,,1,1,,,,12:00~13:00,14:00~15:00,12:00~13:00,14:00~15:00,12:00~13:00,14:00~15:00,,,12:00~13:00,14:00~15:00,12:00~13:00,,,,,,目白2-5-27,35.71899,139.70955
医療法人社団小日向 芝浦こどもクリニック,,108-0023,03-5730-0108,,,1,,1,,港区,13103,芝浦,4-20-4 ,芝浦アイランドブルームホームズ1F,1,,1,1,1,1,,,4:00~5:00,,4:00~5:00,,4:00~5:00,,4:00~5:00,,4:00~5:00,,,,,,,芝浦4-20-4 芝浦アイランドブルームホームズ1F,35.63946,139.7514
江戸川橋クリニック耳鼻咽喉科,,112-0014,03-3235-3387,,1,1,1,1,1,文京区,13105,関口,１-１９-６-４F ,弥助ビル,1,,1,1,1,1,,9:00~12:00,15:00~17:00,9:00~12:00,15:00~17:00,,,9:00~12:00,15:00~17:00,9:00~12:00,15:00~17:00,9:00~12:00,15:00~17:00,,,英語,,関口１-１９-６-４F 弥助ビル,35.70913,139.73402
若山クリニック,,195-0072,042-736-7720,,1,1,1,,,町田市,13209,金井,2002/3/18,,1,,1,1,1,1,,13:00~14:00,19:00~20:00,13:00~14:00,19:00~20:00,13:00~14:00,19:00~20:00,,,13:00~14:00,19:00~20:00,13:00~14:00,,,,,,金井2-3-18,35.57355,139.4639
たちかわファミリークリニック,,190-0011,042-527-2783,,1,1,1,1,1,立川市,13202,高松町,3-28-7,,1,,,1,1,1,,12:00~12:30,17:30~18:00,12:00~12:30,17:30~18:00,12:00~12:30,17:30~18:00,12:00~12:30,17:30~18:00,12:00~12:30,17:30~18:00,12:00~12:30,15:30~16:00,,,なし,,高松町3-28-7,35.70301,139.41985
角耳鼻咽喉科医院,,121-0813,03-3884-3387,,,1,,1,1,足立区,13121,竹の塚,1-41-1,,,,1,1,,,,,13:00~15:00,,13:00~15:00,,13:00~15:00,,,,13:00~15:00,,,,,,,竹の塚1-41-1,35.79375,139.79126
フローイーストクリニック,,106-0047,web予約,http://floweast-clinic.com,1,1,,1,,港区,13103,南麻布,2005/10/24,第二佐野ビル７階,,,,,,,,8:00~11:00,15:00~19:00,8:00~12:00,,8:00~11:00,15:00~19:00,8:00~11:00,15:00~19:00,8:00~11:00,15:00~19:00,8:00~12:00,,,,英語,,南麻布５-１０-２４ 第二佐野ビル７階,35.65089,139.73438
長岩医院,,150-0043,03-3461-0851,,1,1,1,1,1,渋谷区,13113,道玄坂,2ー9ー5,,1,1,1,1,1,1,,9:30~10:00,15:00~18:00,9:30~10:00,12:00~13:00,9:30~10:00,15:00~18:00,9:30~10:00,15:00~18:00,9:30~10:00,15:00~18:00,,,,,英語,1,道玄坂2ー9ー5,35.65887,139.69807
医療法人社団細井胃腸科クリニック,,116-0013,03-3805-4151,,1,1,,,,荒川区,13118,西日暮里,１-５９-１１,,1,,1,1,1,1,,10:00~12:00,15:00~17:00,10:00~12:00,15:00~17:00,,,,,10:00~12:00,15:00~17:00,10:00~12:00,,,,,1,西日暮里１-５９-１１,35.73508,139.77145
大陽ビルクリニック,,135-0016,03-5635-5715,,1,1,1,1,,江東区,13108,東陽,３-２３-６-102,,1,,1,1,1,1,,11:00~13:00,15:00~17:00,11:00~13:00,15:00~17:00,,,11:00~13:00,15:00~17:00,11:00~13:00,15:00~17:00,11:00~13:00,,,,なし,,東陽３-２３-６-102,35.66981,139.81406
医療法人社団 祐仁会 あだち医院,,203-0053,042-420-5661,,,1,,,,東久留米市,13222,本町,2003/11/15,,1,,1,,1,1,,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,,,12:00~13:00,17:00~18:00,12:00~13:00,16:00~17:00,,,,,本町3-11-15,35.75937,139.52934
医療法人社団 温洋会 もりかわ医院,,171-0043,03-5966-1316,,,1,,,,豊島区,13116,要町,３ー21ー11 ,千優ビル３階,,,,,,,,,14:00~15:00,,14:00~15:00,,14:00~15:00,,,,14:00~15:00,,,,,,,要町３ー21ー11 千優ビル３階,35.73869,139.6879
武蔵境耳鼻咽喉科,,180-0022,0422-56-8250,,,1,,1,1,武蔵野市,13203,境,１-１５-５ ,グランシャルール武蔵境２A,1,,1,1,1,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,14:00~17:00,,,,,境１-１５-５ グランシャルール武蔵境２A,35.70259,139.54599
しげみつファミリークリニック,,188-0011,042-452-7411,,1,1,1,1,1,西東京市,13229,田無町,2005/4/13,,1,,1,1,1,1,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,11:00~12:00,,,,なし,1,田無町5-4-13,35.72835,139.54347
はなはた羊クリニック,,121-0061,03-5856-4195,,1,1,1,1,1,足立区,13121,花畑,4-39-21,,1,,1,1,1,1,,9:00~13:00,18:00~21:00,9:00~13:00,18:00~21:00,9:00~13:00,18:00~21:00,,,9:00~13:00,18:00~21:00,9:00~13:00,18:00~21:00,,,,,花畑4-39-21,35.80608,139.80998
医療法人社団善智会 澤田内科クリニック,,193-0834,042-669-5606,,1,1,1,1,1,八王子市,13201,東浅川町,519-3,,1,,,,,1,,8:30~12:00,14:30~18:00,8:30~12:00,14:30~18:00,,,8:30~12:00,14:30~18:00,8:30~12:00,14:30~18:00,8:30~12:00,,,,,,東浅川町519-3,35.64487,139.29568
田丸小児科内科医院,,173-0023,03-3956-2836,,,1,,1,,板橋区,13119,大山町,４１ー３,,,,,,,,,9:00~12:00,4:00~7:00,9:00~12:00,4:00~7:00,,,10:00~12:00,0:00~1:00,10:00~12:00,0:00~1:00,9:00~12:00,3:00~4:00,10:00~12:00,0:00~1:00,,,大山町４１ー３,35.74937,139.69894
たくみ内科,,175-0084,03-5967-2422,,,1,,,,板橋区,13119,四葉,2002/1/10,四葉メディカルモール103,1,,,,,1,,13:00~14:00,18:00~19:00,13:00~14:00,18:00~19:00,,,13:00~14:00,18:00~19:00,13:00~14:00,18:00~19:00,13:00~14:00,,,,,,四葉2-1-10 四葉メディカルモール103,35.7774,139.65253
内科いしだクリニック,,180-0006,0422-53-1115,,,1,,,,武蔵野市,13203,中町,1-17-2ステラ武蔵野2階,,1,,1,,,1,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,,,,,中町1-17-2ステラ武蔵野2階,35.70427,139.56163
医療法人社団 公雄会 豊洲寺沢クリニック,,135-0061,03-6273-2030,,1,1,1,,,江東区,13108,豊洲,2002/5/3,１階,1,,,,,1,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,,,,,豊洲２-５-３ １階,35.64668,139.78609
洵和会 桜新町サカベ内科循環器科クリニック,,154-0015,03-5799-6672,,,1,,,,世田谷区,13112,桜新町,2002/9/6,BLOSSOM 桜新町 3F,,,,,,,,,18:00~19:00,,18:00~19:00,,18:00~19:00,,18:00~19:00,,18:00~19:00,,,,,,,桜新町2-9-6 BLOSSOM 桜新町 3F,35.62889,139.64297
すぎやまクリニック,,165-0032,03-3223-1275,,1,1,,1,,中野区,13114,鷺宮,1-27-5 ,3階,,,,,,,,9:00~12:30,15:00~18:30,9:00~12:30,15:00~18:30,,,9:00~12:30,15:00~18:30,9:00~12:30,15:00~18:30,9:00~12:30,,,,,,鷺宮1-27-5 3階,35.72327,139.64445
医療法人社団 久田会 久田内科・呼吸器内科クリニック,,194-0035,042-793-4114,,1,1,1,1,1,町田市,13209,忠生,3-20-2,,1,,1,1,1,1,,9:00~12:30,14:00~18:00,9:00~12:30,14:00~18:00,,,9:00~12:30,14:00~18:00,9:00~12:30,14:00~18:00,9:00~12:30,,9:00~12:30,,,1,忠生3-20-2,35.57874,139.41435
笠井内科循環器クリニック,,176-0021,03-3577-8071,,,1,,,,練馬区,13120,貫井,3-11-12-3Ｆ,,,,,,,,,12:00~13:00,6:00~7:00,12:00~13:00,6:00~7:00,,,12:00~13:00,6:00~7:00,12:00~13:00,6:00~7:00,12:00~13:00,,,,,,貫井3-11-12-3Ｆ,35.73627,139.62856
南麻布医院,,106-0047,03-3452-3211,,1,1,,,,港区,13103,南麻布,2001/12/1,,1,,1,,1,1,,,13:00~14:00,,13:00~14:00,,13:00~14:00,,,,13:00~14:00,,,,,韓国語,,南麻布1-12-１,35.65089,139.73438
医療法人社団松永クリニック,,179-0081,03-3933-7571,,1,1,,,,練馬区,13120,北町,3-20-4,,,,,,,,,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,,16:00~17:00,,,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,,,英語,,北町3-20-4,35.76865,139.64871
医療法人社団清慎会 かつた耳鼻咽喉科医院,,144-0045,03-3738-2334,,,1,,,,大田区,13111,南六郷,2-25-13,,1,,,,,1,,10:00~11:00,16:00~17:00,10:00~11:00,16:00~17:00,10:00~11:00,16:00~17:00,10:00~12:00,,10:00~11:00,16:00~17:00,10:00~12:00,,,,,,南六郷2-25-13,35.54753,139.71817
医療法人社団HHC ドクターナカムラ目黒本町医院,,152-0002,03-5725-8825,,,1,,,,目黒区,13110,目黒本町,2003/7/8,キューブ東町101号,,,1,,1,,,10:00~12:00,15:00~18:00,10:00~12:00,15:00~18:00,10:00~12:00,15:00~18:00,10:00~12:00,15:00~18:00,10:00~12:00,15:00~18:00,10:00~12:00,,,,,,目黒本町3-7-8 キューブ東町101号,35.62674,139.69588
楓クリニック ららぽーと立川立飛,,190-0015,042-512-5201,,,1,,,,立川市,13202,泉町,935-1 ,ららぽーと立川立飛1階 15100,1,,1,,1,1,,10:00~14:00,15:00~19:00,10:00~14:00,15:00~19:00,10:00~14:00,15:00~19:00,10:00~14:00,15:00~19:00,10:00~14:00,15:00~19:00,10:00~14:00,15:00~19:00,10:00~14:00,15:00~19:00,,,泉町935-1 ららぽーと立川立飛1階 15100,35.71406,139.4115
医療法人社団順政会はたクリニック,,176-0025,03-3926-2355,,,1,,,,練馬区,13120,中村南,1-15-16,,1,,,,,1,,,16:00~18:00,,16:00~18:00,,,,16:00~18:00,,16:00~18:00,10:00~12:00,,,,,,中村南1-15-16,35.73051,139.64651
医療法人社団一敏会 まえはら小児科,,206-0011,042-374-5028,,,1,,1,,多摩市,13224,関戸,４-７２聖蹟桜ヶ丘オーパ５階,,1,,1,1,1,1,,11:00~12:00,3:00~4:00,11:00~12:00,3:00~4:00,11:00~12:00,3:00~4:00,11:00~12:00,,11:00~12:00,3:00~4:00,11:00~12:00,,,,,,関戸４-７２聖蹟桜ヶ丘オーパ５階,35.64963,139.44705
井上てるクリニック,,121-0813,03-5851-7666,,1,1,1,,,足立区,13121,竹の塚,2005/7/10,森屋ビル202,1,,,1,1,1,,,14:00~17:00,,,,,,,,14:00~17:00,,,,,,,竹の塚5-7-10 森屋ビル202,35.79076,139.80014
医療法人社団瑞香会 瑞江ゆうあいクリニック,,133-0065,03-5243-5339,,,1,,,,江戸川区,13123,南篠崎町,２丁目９-７,,1,1,1,1,1,1,,11:00~12:00,13:00~14:00,11:00~12:00,13:00~14:00,11:00~12:00,13:00~14:00,11:00~12:00,13:00~14:00,11:00~12:00,13:00~14:00,11:00~12:00,13:00~14:00,,,なし,,南篠崎町２丁目９-７,35.69224,139.89999
細部医院,,113-0031,03-3822-6858,,1,1,1,,,文京区,13105,根津,2001/1/15,,1,,1,1,1,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~11:00,13:00~14:00,,,英語,,根津１-１-１５,35.71881,139.76285
松本医院,,113-0021,03-5832-9518,,,1,,,,文京区,13105,本駒込,５-４１-１１ ,青木ビル１階,,,,,,,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,,,12:00~13:00,,,,,,本駒込５-４１-１１ 青木ビル１階,35.73329,139.75421
ジェネラルクリニック,,106-0032,03-3401-0333,,1,1,1,1,1,港区,13103,六本木,2006/1/8,グリーンビル8階,1,,1,1,1,1,,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,15:00~19:00,10:00~13:00,14:00~17:00,11:00~12:00,12:00~19:00,英語,,六本木6-1-8 グリーンビル8階,35.66013,139.73479
くどうクローバークリニック,,177-0051,web予約,"kudocloverclinic2@gmail.com",1,1,1,1,,練馬区,13120,関町北,2-26-17,,1,,1,,1,1,,11:00~14:00,18:00~19:00,11:00~14:00,18:00~19:00,11:00~14:00,18:00~19:00,12:00~15:00,18:00~19:00,11:00~14:00,18:00~19:00,,0:00~2:00,,,なし,,関町北2-26-17,35.7264,139.57686
目黒通り消化器外科・内科クリニック,,153-0064,03-3713-1117,,1,1,1,,,目黒区,13110,下目黒,2006/1/27,,1,,1,,1,1,,10:00~13:00,15:00~18:00,10:00~13:00,15:00~18:00,10:00~13:00,,10:00~13:00,15:00~18:00,10:00~13:00,15:00~18:00,10:00~13:00,,,,,,下目黒6-1-27,35.63104,139.71127
蒲田小児科医院,,144-0052,03-3738-7084,,1,1,,1,,大田区,13111,蒲田,3-15-18,,,,,,,,,9:00~10:00,17:00~18:00,9:00~10:00,17:00~18:00,9:00~10:00,17:00~18:00,9:00~10:00,,9:00~10:00,17:00~18:00,,,,,,,蒲田3-15-18,35.56306,139.72392
医療法人社団 木かげ会 わたなべ医院,,134-0013,03-3656-3232,,,1,,,,江戸川区,13123,江戸川,4-22-4,,1,,1,1,,1,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,12:00~13:00,,,,,,江戸川4-22-4,35.67922,139.88348
医療法人樹会 ふくはら内科クリニック,,175-0083,03-5398-0324,,1,1,1,,,板橋区,13119,徳丸,2007/1/1,コモディイイダ徳丸西台店3階　,1,,,,1,,,12:00~12:30,,12:00~12:30,,,,12:00~12:30,,12:00~12:30,,,,,,,,徳丸7-1-1　コモディイイダ徳丸西台店3階　,35.77168,139.66551
医療法人社団親豊会あおぞらクリニック,,173-0035,03-5926-6310,,1,1,1,1,,板橋区,13119,大谷口,2-68-6,,1,,,1,,1,,9:00~12:00,2:00~5:00,9:00~12:00,2:00~5:00,9:00~12:00,2:00~5:00,9:00~12:00,2:00~5:00,9:00~12:00,2:00~5:00,9:00~12:00,2:00~5:00,9:00~12:00,2:00~5:00,英語,1,大谷口2-68-6,35.74745,139.68573
医療法人社団 涼音会 山田耳鼻咽喉科,,154-0004,03-3424-0506,,,1,,,,世田谷区,13112,太子堂,4-23-12 ,井上ビル３階,,,,,,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,,,,日本,,太子堂4-23-12 井上ビル３階,35.64398,139.67065
医療法人社団 拓諭会 やすだクリニック,,112-0012,03-3945-5055,,,1,,,,文京区,13105,大塚,4-45-4,,1,,1,1,,1,,12:00~13:00,16:00~17:00,12:00~13:00,16:00~17:00,12:00~13:00,16:00~17:00,12:00~13:00,16:00~17:00,12:00~13:00,16:00~17:00,12:00~13:00,,,,,,大塚4-45-4,35.72197,139.73204
京成小岩すまいるクリニック,,133-0051,03-6801-7821,,1,1,1,,,江戸川区,13123,北小岩,2002/7/4,LANAI PLAZA FIRST STAGE 1階 Ｂ区画,1,,1,,1,1,,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,,,9:00~13:00,15:00~18:00,9:00~13:00,,,,,,北小岩2-7-4 LANAI PLAZA FIRST STAGE 1階 Ｂ区画,35.73627,139.89154
八光医院,,121-0062,03-3850-5615,,,1,,,,足立区,13121,南花畑,2-49-1,,1,,1,1,1,1,,9:00~11:00,15:00~17:00,9:00~11:00,15:00~17:00,9:00~11:00,15:00~17:00,,,9:00~11:00,15:00~17:00,9:00~11:00,,,,,,南花畑2-49-1,35.79279,139.8215
医療法人社団 成章会 岩沢医院,,107-0052,03-3583-6155,,1,1,1,1,1,港区,13103,赤坂,2003/1/16,BIビル２F,1,,1,1,,1,,9:00~14:00,15:00~18:00,9:00~14:00,15:00~18:00,9:00~14:00,,9:00~14:00,15:00~18:00,9:00~14:00,,,,,,なし,,赤坂３-１-１６ BIビル２F,35.66859,139.74234
サニーガーデンこどもクリニック,,106-0045,03-6722-6623,,1,1,,1,,港区,13103,麻布十番,2-16-4 ,プラスワンビル3階,1,,1,1,,1,,12:00~12:30,17:00~18:00,12:00~12:30,17:00~18:00,12:00~12:30,17:00~18:00,12:00~12:30,17:00~18:00,12:00~12:30,17:00~18:00,,,,,,,麻布十番2-16-4 プラスワンビル3階,35.65408,139.73547
医療法人社団勝優会たまちホームクリニック,,108-0073,03-6435-2331,,1,1,1,,,港区,13103,三田,2003/1/4,,1,,1,1,,1,,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,10:00~13:00,16:00~19:00,,,,,,,三田3-1-4,35.64622,139.73781
めじろ内科クリニック,,171-0031,03-3953-5831,,,1,,,,豊島区,13116,目白,3-5-11-3F,,1,,1,1,,1,,,18:00~19:00,,,,18:00~19:00,,19:00~20:00,,18:00~19:00,,,,,,,目白3-5-11-3F,35.72221,139.70494
八王子市夜間救急診療所,,193-0931,042-625-9910,,,1,,,,八王子市,13201,台町,4-33-13八王子市小児・障害メディカルセンター夜間救急棟1階,,,,,,,,,,8:00~11:00,,8:00~11:00,,8:00~11:00,,8:00~11:00,,8:00~11:00,,8:00~11:00,,8:00~11:00,,,台町4-33-13八王子市小児・障害メディカルセンター夜間救急棟1階,35.65747,139.3183
赤坂一ツ木通りクリニック,,107-0052,03-5544-8205,,1,1,,,,港区,13103,赤坂,3-15-9 ,ACRビル3F,,,,,,,,8:30~11:30,13:30~16:30,8:30~11:30,13:30~16:30,8:30~11:30,13:30~16:30,8:30~11:30,13:30~16:30,8:30~11:30,13:30~16:30,,,,,英語,,赤坂3-15-9 ACRビル3F,35.67437,139.73689
医療法人財団寿康会 寿康会病院,,136-0073,03-3645-9151,,1,1,1,1,1,江東区,13108,北砂,2002/1/22,,1,,1,1,1,,,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,9:00~13:00,14:00~17:00,9:00~13:00,,,,,,北砂2-1-22,35.67818,139.83601
医療法人社団郁栄会 谷根千クリニック,,113-0031,03-3827-2731,,,1,,,,文京区,13105,根津,2-33-14 ,ヴィラージュ藍染1階,,,,,,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,,,,,,根津2-33-14 ヴィラージュ藍染1階,35.72106,139.76389
